ERROR NR.:      1581; MESS:Field KBM_MAAR does not accept null values.; CODE:Append from dbf(lcCursor); PROC:dbreq; LINE:        78; ALIAS:V_ARVREAD recno: 1; VERSIA:; KPV:01.07.2019 11:25:26;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:05.07.2019 11:19:33;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:05.07.2019 11:20:23;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:05.07.2019 11:20:34;
ERROR NR.:        31; MESS:Invalid subscript reference.; CODE:RETURN ...; PROC:getaddress; LINE:       396; ALIAS: recno: 0; VERSIA:; KPV:05.07.2019 11:21:25;
ERROR NR.:        31; MESS:Invalid subscript reference.; CODE:RETURN ...; PROC:getaddress; LINE:       396; ALIAS: recno: 0; VERSIA:; KPV:05.07.2019 11:21:25;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:05.07.2019 11:26:56;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:05.07.2019 11:30:29;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:05.07.2019 11:39:32;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:05.07.2019 11:41:25;
ERROR NR.:        31; MESS:Invalid subscript reference.; CODE:RETURN ...; PROC:getaddress; LINE:       399; ALIAS: recno: 0; VERSIA:; KPV:05.07.2019 11:42:19;
ERROR NR.:        31; MESS:Invalid subscript reference.; CODE:RETURN ...; PROC:getaddress; LINE:       399; ALIAS: recno: 0; VERSIA:; KPV:05.07.2019 11:42:19;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:08.07.2019 15:56:17;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:08.07.2019 16:00:30;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:08.07.2019 16:00:35;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:08.07.2019 16:00:50;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:08.07.2019 16:03:52;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:08.07.2019 16:05:07;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:08.07.2019 16:05:24;
ERROR NR.:        12; MESS:Variable 'LERROR' is not found.; CODE:RETURN ...; PROC:save_arve; LINE:       120; ALIAS:V_ARVREAD recno: 1; VERSIA:; KPV:08.07.2019 16:05:45;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:08.07.2019 16:05:48;
ERROR NR.:         5; MESS:Record is out of range.; CODE:GO lnRecno; PROC:requery; LINE:        29; ALIAS:CURARVED recno: 1; VERSIA:; KPV:08.07.2019 16:05:51;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:09.07.2019 09:18:08;
ERROR NR.:        12; MESS:Variable 'EARVED' is not found.; CODE:cUrl = Alltrim(config.earved); PROC:eksport; LINE:         5; ALIAS:CURMENUREMOTE recno: 645; VERSIA:; KPV:09.07.2019 09:21:04;
ERROR NR.:      1426; MESS:OLE error code 0x80072ee6: Unknown COM status code.; CODE:.Open("POST", cUrl ,.F.); PROC:eksport; LINE:        49; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:21:04;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:; PROC:eksport; LINE:        50; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:21:04;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:.setRequestHeader('user-agent', 'sampleTest'); PROC:eksport; LINE:        51; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:21:04;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:.setRequestHeader('soapAction', ''); PROC:eksport; LINE:        52; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:21:04;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:.Send(cMessage); PROC:eksport; LINE:        55; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:21:04;
ERROR NR.:         1; MESS:File 'm_memo.dbf' does not exist.; CODE:Insert Into m_memo (url, Header, Request, response) Values (cUrl, 'text/xml;charset=UTF-8', cMessage, .responsetext); PROC:eksport; LINE:        61; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:21:06;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: The data necessary to complete this operation is not yet available.

..; CODE:If Atc('Ok', loXMLHTTP.responsetext) > 0; PROC:eksport; LINE:        66; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:21:06;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:09.07.2019 09:22:42;
ERROR NR.:        12; MESS:Variable 'EARVED' is not found.; CODE:cUrl = Alltrim(config.earved); PROC:eksport; LINE:         9; ALIAS:M_MEMO recno: 1; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1426; MESS:OLE error code 0x80072ee6: Unknown COM status code.; CODE:.Open("POST", cUrl ,.F.); PROC:eksport; LINE:        53; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:.setRequestHeader('Content-Type', 'text/xml;charset=UTF-8'); PROC:eksport; LINE:        54; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:.setRequestHeader('user-agent', 'sampleTest'); PROC:eksport; LINE:        55; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:.setRequestHeader('soapAction', ''); PROC:eksport; LINE:        56; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:.Send(cMessage); PROC:eksport; LINE:        59; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: The data necessary to complete this operation is not yet available.

..; CODE:Insert Into m_memo (url, Header, Request, response) Values (cUrl, 'text/xml;charset=UTF-8', cMessage, .responsetext); PROC:eksport; LINE:        62; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: The data necessary to complete this operation is not yet available.

..; CODE:If Atc('Ok', loXMLHTTP.responsetext) > 0; PROC:eksport; LINE:        67; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 09:23:26;
ERROR NR.:      1924; MESS:OCONNECT is not an object.; CODE:this.visible = oConnect.chkMenu('JOURNAL','1'); PROC:TOOLSEELARVE.BTNUUSLAUSEND.INIT; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:09.07.2019 21:50:33;
ERROR NR.:        12; MESS:Variable 'EARVED' is not found.; CODE: ...; PROC:lib_eksport_to_omniva; LINE:        10; ALIAS:M_MEMO recno: 1; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTUNNUS recno: 1; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTUNNUS recno: 2; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:      1426; MESS:OLE error code 0x80072ee6: Unknown COM status code.; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        54; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        55; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        56; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        57; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        60; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: The data necessary to complete this operation is not yet available.

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        63; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: The data necessary to complete this operation is not yet available.

..; CODE:IF ...; PROC:lib_eksport_to_omniva; LINE:        68; ALIAS:CURTUNNUS recno: 3; VERSIA:; KPV:09.07.2019 21:51:31;
ERROR NR.:        12; MESS:Variable 'EARVED' is not found.; CODE: ...; PROC:lib_eksport_to_omniva; LINE:        10; ALIAS:M_MEMO recno: 1; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 38; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 20; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 17; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 13; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 18; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 16; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 15; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 14; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 39; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 10; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 30; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 27; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 5; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 22; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 25; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 23; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 24; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 8; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 7; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 45; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 43; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 46; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 26; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 31; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 32; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 36; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 35; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 48; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 1; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 33; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 28; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 50; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 37; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 42; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 41; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 51; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 49; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 47; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 44; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 11; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 12; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 34; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 52; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 2; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 3; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 54; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 19; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 29; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 6; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 4; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 53; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 9; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 21; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURALLIKAD recno: 40; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:      1426; MESS:OLE error code 0x80072ee6: Unknown COM status code.; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        54; ALIAS:CURALLIKAD recno: 55; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        55; ALIAS:CURALLIKAD recno: 55; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        56; ALIAS:CURALLIKAD recno: 55; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        57; ALIAS:CURALLIKAD recno: 55; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: Unspecified error

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        60; ALIAS:CURALLIKAD recno: 55; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: The data necessary to complete this operation is not yet available.

..; CODE:<??>; PROC:lib_eksport_to_omniva; LINE:        63; ALIAS:CURALLIKAD recno: 55; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:      1429; MESS:OLE IDispatch exception code 0 from msxml3.dll: The data necessary to complete this operation is not yet available.

..; CODE:IF ...; PROC:lib_eksport_to_omniva; LINE:        68; ALIAS:CURALLIKAD recno: 55; VERSIA:; KPV:09.07.2019 21:51:55;
ERROR NR.:        12; MESS:Variable 'EARVED' is not found.; CODE: ...; PROC:lib_eksport_to_omniva; LINE:        10; ALIAS:M_MEMO recno: 1; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 332; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 68; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 128; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 327; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 20; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 19; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 155; VERSIA:; KPV:09.07.2019 21:52:04;
ERROR NR.:        12; MESS:Variable 'OOD' is not found.; CODE:ELIF ...; PROC:lib_eksport_to_omniva; LINE:        32; ALIAS:CURTULUDEALLIKAD recno: 156; VERSIA:; KPV:09.07.2019 21:52:04;
